date = 2024-06-30 19:00:51.554, timestamp = 345934193006065, x = 144, y = 1798
date = 2024-06-30 19:00:53.308, timestamp = 345935947497211, x = 622, y = 1692
date = 2024-06-30 19:00:55.078, timestamp = 345937717243565, x = 804, y = 1609
date = 2024-06-30 19:00:56.621, timestamp = 345939260830023, x = 668, y = 507
date = 2024-06-30 19:00:58.283, timestamp = 345940922674293, x = 106, y = 1005
date = 2024-06-30 19:01:00.110, timestamp = 345942749681064, x = 985, y = 1011
date = 2024-06-30 19:01:01.641, timestamp = 345944280671168, x = 312, y = 709
date = 2024-06-30 19:41:38.653, timestamp = 348381292916108, x = 75, y = 171
date = 2024-06-30 19:41:40.548, timestamp = 348383187345796, x = 94, y = 268
date = 2024-06-30 19:41:42.444, timestamp = 348385083637462, x = 97, y = 2014
date = 2024-06-30 19:41:44.311, timestamp = 348386950249962, x = 177, y = 1567
date = 2024-06-30 19:41:46.259, timestamp = 348388898870274, x = 500, y = 1782
date = 2024-06-30 19:41:48.040, timestamp = 348390679870795, x = 660, y = 1725
date = 2024-06-30 19:41:49.846, timestamp = 348392485621836, x = 493, y = 1328
date = 2024-06-30 19:41:51.688, timestamp = 348394327196315, x = 88, y = 1775
date = 2024-06-30 19:41:53.690, timestamp = 348396329349960, x = 72, y = 736
date = 2024-06-30 19:41:56.305, timestamp = 348398944455689, x = 742, y = 2062
date = 2024-06-30 19:41:58.311, timestamp = 348400950340064, x = 734, y = 1624
date = 2024-06-30 19:42:00.212, timestamp = 348402851291105, x = 934, y = 1589
date = 2024-06-30 19:42:02.288, timestamp = 348404927877042, x = 330, y = 154
date = 2024-06-30 19:42:04.133, timestamp = 348406772903605, x = 978, y = 1203
date = 2024-06-30 19:42:06.417, timestamp = 348409056135896, x = 984, y = 1917
date = 2024-06-30 19:42:08.214, timestamp = 348410853869229, x = 869, y = 183
date = 2024-06-30 19:42:10.156, timestamp = 348412795884333, x = 80, y = 1449
date = 2024-06-30 19:42:11.918, timestamp = 348414557522353, x = 366, y = 207
date = 2024-06-30 19:42:13.621, timestamp = 348416260450999, x = 736, y = 786
date = 2024-06-30 19:42:16.389, timestamp = 348419028416624, x = 850, y = 86
date = 2024-06-30 19:42:20.171, timestamp = 348422809983290, x = 957, y = 588
date = 2024-06-30 19:42:22.182, timestamp = 348424821855164, x = 337, y = 1609
date = 2024-06-30 19:42:24.100, timestamp = 348426739350997, x = 694, y = 1967
date = 2024-06-30 19:42:26.075, timestamp = 348428714154122, x = 377, y = 2062
date = 2024-06-30 19:42:27.975, timestamp = 348430614528601, x = 114, y = 899
date = 2024-06-30 19:42:30.068, timestamp = 348432707831205, x = 93, y = 975
date = 2024-06-30 19:42:32.022, timestamp = 348434661295267, x = 95, y = 179
date = 2024-06-30 19:42:34.106, timestamp = 348436745524954, x = 751, y = 2031
date = 2024-06-30 19:42:36.191, timestamp = 348438830007766, x = 354, y = 2009
date = 2024-06-30 19:42:38.023, timestamp = 348440661954120, x = 386, y = 229
date = 2024-06-30 19:42:39.795, timestamp = 348442434857245, x = 602, y = 616
date = 2024-06-30 19:42:41.676, timestamp = 348444315583286, x = 438, y = 136
date = 2024-06-30 19:42:43.525, timestamp = 348446164546828, x = 620, y = 1654
date = 2024-06-30 19:42:45.329, timestamp = 348447968373911, x = 371, y = 882
date = 2024-06-30 19:42:47.237, timestamp = 348449876229640, x = 87, y = 372
date = 2024-06-30 19:42:49.096, timestamp = 348451735068702, x = 820, y = 423
date = 2024-06-30 19:42:50.963, timestamp = 348453602908806, x = 533, y = 1260
date = 2024-06-30 19:42:52.806, timestamp = 348455445700993, x = 933, y = 377
date = 2024-06-30 19:42:54.506, timestamp = 348457145866618, x = 689, y = 484
date = 2024-06-30 19:42:56.310, timestamp = 348458949093180, x = 686, y = 163
date = 2024-06-30 19:42:58.176, timestamp = 348460815502034, x = 430, y = 2091
date = 2024-06-30 19:42:59.982, timestamp = 348462621443179, x = 739, y = 749
date = 2024-06-30 19:43:01.783, timestamp = 348464422024950, x = 782, y = 2028
date = 2024-06-30 19:43:03.480, timestamp = 348466119307241, x = 400, y = 1653
date = 2024-06-30 19:43:05.168, timestamp = 348467807006199, x = 783, y = 432
date = 2024-06-30 19:43:07.155, timestamp = 348469794831199, x = 512, y = 2062
date = 2024-06-30 19:43:08.823, timestamp = 348471462527553, x = 414, y = 812
date = 2024-06-30 19:43:10.764, timestamp = 348473403561928, x = 970, y = 1864
date = 2024-06-30 19:43:12.670, timestamp = 348475309645782, x = 913, y = 2047
date = 2024-06-30 19:43:14.404, timestamp = 348477043365573, x = 660, y = 302
date = 2024-06-30 19:43:16.251, timestamp = 348478890237969, x = 114, y = 641
date = 2024-06-30 19:43:18.032, timestamp = 348480671243177, x = 688, y = 1751
date = 2024-06-30 19:43:19.764, timestamp = 348482403448385, x = 720, y = 392
date = 2024-06-30 19:43:21.606, timestamp = 348484245805155, x = 222, y = 272
date = 2024-06-30 19:43:23.416, timestamp = 348486054973905, x = 951, y = 1165
date = 2024-06-30 19:43:25.348, timestamp = 348487987506717, x = 53, y = 1634
date = 2024-06-30 19:43:27.142, timestamp = 348489780982238, x = 468, y = 1613
date = 2024-06-30 19:43:28.915, timestamp = 348491554351508, x = 616, y = 1478
date = 2024-06-30 19:43:30.669, timestamp = 348493308942133, x = 944, y = 172
date = 2024-06-30 19:43:32.491, timestamp = 348495130257758, x = 94, y = 335
date = 2024-06-30 19:43:34.147, timestamp = 348496786787966, x = 287, y = 412
date = 2024-06-30 19:43:35.910, timestamp = 348498549599424, x = 882, y = 708
date = 2024-06-30 19:43:37.666, timestamp = 348500305594736, x = 113, y = 421
date = 2024-06-30 19:43:39.612, timestamp = 348502251072861, x = 796, y = 1723
date = 2024-06-30 19:43:41.394, timestamp = 348504033761402, x = 895, y = 1355
date = 2024-06-30 19:43:43.277, timestamp = 348505915980673, x = 592, y = 1985
date = 2024-06-30 19:43:44.975, timestamp = 348507614000985, x = 476, y = 875
date = 2024-06-30 19:43:46.560, timestamp = 348509199530151, x = 594, y = 346
date = 2024-06-30 19:43:48.455, timestamp = 348511094050464, x = 454, y = 1924
date = 2024-06-30 19:43:50.276, timestamp = 348512915877026, x = 729, y = 1925
date = 2024-06-30 19:43:52.056, timestamp = 348514695370255, x = 228, y = 1881
date = 2024-06-30 19:43:53.750, timestamp = 348516389168171, x = 677, y = 787
date = 2024-06-30 19:43:55.494, timestamp = 348518133745775, x = 804, y = 137
date = 2024-06-30 19:43:57.525, timestamp = 348520164614525, x = 996, y = 787
date = 2024-06-30 19:43:59.608, timestamp = 348522247158795, x = 436, y = 1639
date = 2024-06-30 19:44:01.532, timestamp = 348524171821295, x = 780, y = 1923
date = 2024-06-30 19:44:03.370, timestamp = 348526009200461, x = 526, y = 180
date = 2024-06-30 19:44:05.397, timestamp = 348528036925982, x = 999, y = 1945
date = 2024-06-30 19:44:07.210, timestamp = 348529849596294, x = 230, y = 1497
date = 2024-06-30 19:44:08.952, timestamp = 348531591408273, x = 698, y = 1057
date = 2024-06-30 19:44:10.764, timestamp = 348533403575460, x = 179, y = 1185
date = 2024-06-30 19:44:12.608, timestamp = 348535247211397, x = 801, y = 608
date = 2024-06-30 19:44:14.487, timestamp = 348537126664522, x = 55, y = 724
date = 2024-06-30 19:44:16.267, timestamp = 348538906671814, x = 413, y = 553
date = 2024-06-30 19:44:18.098, timestamp = 348540737610876, x = 779, y = 1586
date = 2024-06-30 19:44:20.085, timestamp = 348542724878063, x = 1029, y = 1555
date = 2024-06-30 19:44:21.788, timestamp = 348544427165563, x = 550, y = 858
date = 2024-06-30 19:44:23.710, timestamp = 348546349607750, x = 326, y = 1810
date = 2024-06-30 19:44:25.650, timestamp = 348548289050979, x = 348, y = 2051
date = 2024-06-30 19:44:27.504, timestamp = 348550143662437, x = 513, y = 1507
date = 2024-06-30 19:44:29.162, timestamp = 348551800979624, x = 720, y = 626
date = 2024-06-30 19:44:31.071, timestamp = 348553710224415, x = 94, y = 1217
date = 2024-06-30 19:44:32.972, timestamp = 348555611538478, x = 108, y = 1580
date = 2024-06-30 19:44:34.843, timestamp = 348557482552540, x = 93, y = 250
date = 2024-06-30 19:44:36.646, timestamp = 348559285103060, x = 295, y = 160
date = 2024-06-30 19:44:38.359, timestamp = 348560998408269, x = 679, y = 1927
date = 2024-06-30 19:44:40.084, timestamp = 348562723280664, x = 599, y = 693
date = 2024-06-30 19:44:41.968, timestamp = 348564607077018, x = 108, y = 111
date = 2024-06-30 19:44:43.922, timestamp = 348566561681705, x = 409, y = 1072
date = 2024-06-30 19:44:45.850, timestamp = 348568489493163, x = 357, y = 1873
date = 2024-06-30 19:44:47.752, timestamp = 348570391035350, x = 782, y = 820
date = 2024-06-30 19:44:49.583, timestamp = 348572222365558, x = 730, y = 937
date = 2024-06-30 19:44:51.516, timestamp = 348574155583787, x = 548, y = 206
date = 2024-06-30 19:44:53.503, timestamp = 348576142236912, x = 283, y = 1368
date = 2024-06-30 19:44:55.446, timestamp = 348578085019203, x = 191, y = 2054
date = 2024-06-30 19:44:57.217, timestamp = 348579856414516, x = 864, y = 381
date = 2024-06-30 19:44:58.965, timestamp = 348581604210349, x = 672, y = 750
date = 2024-06-30 19:45:00.950, timestamp = 348583589462432, x = 71, y = 687
date = 2024-06-30 19:45:02.742, timestamp = 348585381802536, x = 299, y = 415
date = 2024-06-30 19:45:04.681, timestamp = 348587320043160, x = 348, y = 1784
date = 2024-06-30 19:45:06.443, timestamp = 348589082176493, x = 735, y = 913
date = 2024-06-30 19:45:08.216, timestamp = 348590854982743, x = 708, y = 543
date = 2024-06-30 19:45:10.031, timestamp = 348592670474930, x = 1021, y = 138
date = 2024-06-30 19:45:11.835, timestamp = 348594474074930, x = 674, y = 1695
date = 2024-06-30 19:45:13.502, timestamp = 348596141442117, x = 548, y = 800
date = 2024-06-30 19:45:15.208, timestamp = 348597847909305, x = 757, y = 927
date = 2024-06-30 19:45:17.069, timestamp = 348599708447325, x = 84, y = 477
date = 2024-06-30 19:45:18.728, timestamp = 348601367235867, x = 544, y = 638
date = 2024-06-30 19:45:20.584, timestamp = 348603223139512, x = 93, y = 1240
date = 2024-06-30 19:45:22.336, timestamp = 348604975572324, x = 698, y = 1836
date = 2024-06-30 19:45:24.082, timestamp = 348606721775449, x = 764, y = 1619
date = 2024-06-30 19:45:25.862, timestamp = 348608501699928, x = 507, y = 2059
date = 2024-06-30 19:45:27.674, timestamp = 348610313084303, x = 387, y = 1777
date = 2024-06-30 19:45:29.293, timestamp = 348611932293677, x = 529, y = 595
date = 2024-06-30 19:45:31.228, timestamp = 348613867559823, x = 102, y = 2012
date = 2024-06-30 19:45:33.055, timestamp = 348615694020239, x = 805, y = 196
date = 2024-06-30 19:45:34.880, timestamp = 348617519274927, x = 333, y = 1668
date = 2024-06-30 19:45:36.607, timestamp = 348619246379614, x = 802, y = 1058
date = 2024-06-30 19:45:38.580, timestamp = 348621219657218, x = 186, y = 1826
date = 2024-06-30 19:45:40.465, timestamp = 348623104123363, x = 704, y = 2074
date = 2024-06-30 19:45:42.467, timestamp = 348625106542634, x = 777, y = 1777
date = 2024-06-30 19:45:44.409, timestamp = 348627048867113, x = 894, y = 1966
date = 2024-06-30 19:45:46.250, timestamp = 348628889144196, x = 104, y = 104
date = 2024-06-30 19:45:48.102, timestamp = 348630741469195, x = 582, y = 48
date = 2024-06-30 19:45:49.888, timestamp = 348632527549924, x = 626, y = 1938
date = 2024-06-30 19:45:51.587, timestamp = 348634226127528, x = 990, y = 749
date = 2024-06-30 19:45:53.405, timestamp = 348636044630653, x = 847, y = 1535
date = 2024-06-30 19:45:55.130, timestamp = 348637769406694, x = 847, y = 1034
date = 2024-06-30 19:45:57.070, timestamp = 348639709268673, x = 413, y = 2068
date = 2024-06-30 19:45:59.183, timestamp = 348641822883777, x = 70, y = 97
date = 2024-06-30 19:46:01.034, timestamp = 348643673302006, x = 64, y = 1470
date = 2024-06-30 19:46:02.873, timestamp = 348645512823360, x = 878, y = 1124
date = 2024-06-30 19:46:04.791, timestamp = 348647430307214, x = 503, y = 180
date = 2024-06-30 19:46:06.620, timestamp = 348649259742109, x = 141, y = 292
date = 2024-06-30 19:46:08.405, timestamp = 348651044226484, x = 788, y = 971
date = 2024-06-30 19:46:10.373, timestamp = 348653012699921, x = 456, y = 246
date = 2024-06-30 19:46:12.284, timestamp = 348654923051483, x = 905, y = 275
date = 2024-06-30 19:46:14.092, timestamp = 348656731878566, x = 542, y = 1700
date = 2024-06-30 19:46:15.923, timestamp = 348658562154608, x = 420, y = 957
date = 2024-06-30 19:46:17.816, timestamp = 348660454978566, x = 927, y = 818
date = 2024-06-30 19:46:19.703, timestamp = 348662341974399, x = 130, y = 1629
date = 2024-06-30 19:46:21.764, timestamp = 348664403726482, x = 205, y = 106
date = 2024-06-30 19:46:23.721, timestamp = 348666360892627, x = 441, y = 1412
date = 2024-06-30 19:46:25.693, timestamp = 348668332181169, x = 999, y = 89
date = 2024-06-30 19:46:27.786, timestamp = 348670425302523, x = 1009, y = 1657
date = 2024-06-30 19:46:29.557, timestamp = 348672196881168, x = 643, y = 327
date = 2024-06-30 19:46:31.404, timestamp = 348674043128043, x = 1021, y = 66
date = 2024-06-30 19:46:33.228, timestamp = 348675867096793, x = 461, y = 1105
date = 2024-06-30 19:46:35.042, timestamp = 348677681837938, x = 526, y = 1457
date = 2024-06-30 19:46:36.804, timestamp = 348679443311896, x = 624, y = 885
date = 2024-06-30 19:46:38.677, timestamp = 348681316543146, x = 937, y = 956
date = 2024-06-30 19:46:40.567, timestamp = 348683206807208, x = 86, y = 1743
date = 2024-06-30 19:46:42.446, timestamp = 348685085460333, x = 403, y = 108
date = 2024-06-30 19:46:44.449, timestamp = 348687088943145, x = 247, y = 1755
date = 2024-06-30 19:46:46.850, timestamp = 348689489375436, x = 998, y = 1553
date = 2024-06-30 19:46:49.138, timestamp = 348691777690019, x = 969, y = 1086
date = 2024-06-30 19:46:51.051, timestamp = 348693690721790, x = 395, y = 1654
date = 2024-06-30 19:46:53.134, timestamp = 348695773752519, x = 109, y = 359
date = 2024-06-30 19:46:54.838, timestamp = 348697477002519, x = 979, y = 350
date = 2024-06-30 19:46:56.643, timestamp = 348699282500956, x = 531, y = 848
date = 2024-06-30 19:46:58.755, timestamp = 348701394894705, x = 311, y = 1751
date = 2024-06-30 19:47:00.781, timestamp = 348703420111372, x = 120, y = 464
date = 2024-06-30 19:47:02.643, timestamp = 348705282137934, x = 231, y = 1961
date = 2024-06-30 19:47:04.874, timestamp = 348707513659809, x = 90, y = 848
date = 2024-06-30 19:47:06.739, timestamp = 348709378400433, x = 905, y = 795
date = 2024-06-30 19:47:08.712, timestamp = 348711351552516, x = 622, y = 1269
date = 2024-06-30 19:47:10.959, timestamp = 348713598672829, x = 94, y = 1351
date = 2024-06-30 19:47:12.946, timestamp = 348715585497828, x = 76, y = 1577
date = 2024-06-30 19:47:14.955, timestamp = 348717594717620, x = 282, y = 384
date = 2024-06-30 19:47:17.034, timestamp = 348719673112932, x = 994, y = 1914
date = 2024-06-30 19:47:19.095, timestamp = 348721734099390, x = 680, y = 680
date = 2024-06-30 19:47:21.002, timestamp = 348723641567098, x = 942, y = 766
date = 2024-06-30 19:47:22.989, timestamp = 348725628082202, x = 280, y = 119
date = 2024-06-30 19:47:24.983, timestamp = 348727622301472, x = 87, y = 117
date = 2024-06-30 19:47:27.044, timestamp = 348729682957201, x = 1025, y = 1705
date = 2024-06-30 19:47:28.904, timestamp = 348731543637930, x = 579, y = 304
date = 2024-06-30 19:47:30.661, timestamp = 348733299995742, x = 758, y = 558
date = 2024-06-30 19:47:32.526, timestamp = 348735165270742, x = 164, y = 1931
date = 2024-06-30 19:47:34.364, timestamp = 348737003748867, x = 98, y = 1176
date = 2024-06-30 19:47:36.380, timestamp = 348739019338450, x = 886, y = 1730
date = 2024-06-30 19:47:38.202, timestamp = 348740841635845, x = 97, y = 1685
date = 2024-06-30 19:47:40.369, timestamp = 348743008062928, x = 938, y = 1997
date = 2024-06-30 19:47:42.409, timestamp = 348745048572824, x = 845, y = 1276
date = 2024-06-30 19:47:44.156, timestamp = 348746795160324, x = 220, y = 1069
date = 2024-06-30 19:47:45.906, timestamp = 348748545367615, x = 459, y = 612
date = 2024-06-30 19:47:47.906, timestamp = 348750545134802, x = 198, y = 1780
date = 2024-06-30 19:47:49.658, timestamp = 348752297804593, x = 456, y = 892
date = 2024-06-30 19:47:51.733, timestamp = 348754372891052, x = 457, y = 355
date = 2024-06-30 19:47:53.656, timestamp = 348756295244697, x = 126, y = 1694
date = 2024-06-30 19:47:55.636, timestamp = 348758275862926, x = 89, y = 544
date = 2024-06-30 19:47:57.528, timestamp = 348760167252509, x = 290, y = 1819
date = 2024-06-30 19:47:59.304, timestamp = 348761943032717, x = 724, y = 1061
date = 2024-06-30 19:48:01.275, timestamp = 348763914908238, x = 96, y = 576
date = 2024-06-30 19:48:02.775, timestamp = 348765414557716, x = 806, y = 852
date = 2024-06-30 19:48:03.014, timestamp = 348765653440529, x = 721, y = 915
date = 2024-06-30 19:48:04.866, timestamp = 348767505515529, x = 783, y = 118
date = 2024-06-30 19:48:07.028, timestamp = 348769666982195, x = 723, y = 1688
date = 2024-06-30 19:48:09.084, timestamp = 348771723640528, x = 115, y = 698
date = 2024-06-30 19:48:10.933, timestamp = 348773572434278, x = 380, y = 1836
date = 2024-06-30 19:48:12.788, timestamp = 348775427032715, x = 600, y = 253
date = 2024-06-30 19:48:14.634, timestamp = 348777273012402, x = 973, y = 878
date = 2024-06-30 19:48:16.464, timestamp = 348779103883235, x = 990, y = 870
date = 2024-06-30 19:48:18.573, timestamp = 348781212426985, x = 96, y = 567
date = 2024-06-30 19:48:20.465, timestamp = 348783104091568, x = 147, y = 879
date = 2024-06-30 19:48:22.990, timestamp = 348785629623338, x = 406, y = 286
date = 2024-06-30 19:48:24.802, timestamp = 348787441266046, x = 495, y = 806
date = 2024-06-30 19:48:26.953, timestamp = 348789592159796, x = 926, y = 1281
date = 2024-06-30 19:48:28.770, timestamp = 348791409016046, x = 863, y = 532
date = 2024-06-30 19:48:30.548, timestamp = 348793187057191, x = 640, y = 1884
date = 2024-06-30 19:48:32.183, timestamp = 348794822440004, x = 531, y = 1719
date = 2024-06-30 19:48:34.021, timestamp = 348796660091045, x = 415, y = 1987
date = 2024-06-30 19:48:35.843, timestamp = 348798482511878, x = 690, y = 655
date = 2024-06-30 19:48:37.577, timestamp = 348800216492607, x = 398, y = 1441
